categoria,subcategoria,nome,preço,info,openBox,imagem,site,url,data
hardware,disco-rigido-hd,"HD Seagate 2TB BarraCuda, 3.5, SATA - ST2000DM008",419.99,2TB,False,https://images.kabum.com.br/produtos/fotos/100916/100916_1552934430_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/100916/hd-seagate-2tb-barracuda-3-5-sata-st2000dm008,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD Seagate 4TB BarraCuda, 3.5, SATA - ST4000DM004",639.99,4TB,False,https://images.kabum.com.br/produtos/fotos/95803/95803_1522867513_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/95803/hd-seagate-4tb-barracuda-3-5-sata-st4000dm004,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD Western Digital Purple, 2TB, 64mb, Sata 3 - WD23PURZ",429.99,2TB,False,https://images.kabum.com.br/produtos/fotos/472212/hd-western-digital-purple-2tb-64mb-sata-3-wd23purz_1695294733_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/472212/hd-western-digital-purple-2tb-64mb-sata-3-wd23purz,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD WD Red Plus, 4TB, 5400 RPM, 3.5, SATA - WD40EFPX",699.99,4TB,False,https://images.kabum.com.br/produtos/fotos/460466/hd-wd-red-plus-4tb-5400-rpm-3-5-sata-wd40efpx_1691495627_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/460466/hd-wd-red-plus-4tb-5400-rpm-3-5-sata-wd40efpx,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD WD Red Plus, 6TB, 5400 RPM, 3.5, SATA - WD60EFPX",999.99,6TB,False,https://images.kabum.com.br/produtos/fotos/460467/hd-wd-red-plus-6tb-5400-rpm-3-5-sata-wd60efpx_1691496512_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/460467/hd-wd-red-plus-6tb-5400-rpm-3-5-sata-wd60efpx,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD WD Blue 1TB, 3.5, SATA - WD10EZEX",389.99,1TB,True,https://images.kabum.com.br/produtos/fotos/63735/63735_1433187476_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/63735/hd-wd-blue-1tb-3-5-sata-wd10ezex,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD Interno Seagate 10TB IronWolf, NAS, 7.200 RPM, 256Mb, 3.5, SATA - ST10000VN000",1999.99,10TB,False,https://images.kabum.com.br/produtos/fotos/357714/hd-interno-seagate-10tb-ironwolf-nas-7-200-rpm-256mb-3-5-sata-st10000vn000_1666113603_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/357714/hd-interno-seagate-10tb-ironwolf-nas-7-200-rpm-256mb-3-5-sata-st10000vn000,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD Seagate SkyHawk AI, 18TB, Cache 256MB, SATA - ST18000VE002",2399.99,18TB,False,https://images.kabum.com.br/produtos/fotos/166087/hd-seagate-skyhawk-ai-18tb-cache-256mb-sata-st18000ve002_1629981135_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/166087/hd-seagate-skyhawk-ai-18tb-cache-256mb-sata-st18000ve002,10-06-2024 11:06:09
hardware,disco-rigido-hd,"HD Western Digital 1TB Caviar Blue, 7200 RPM, Cachê 64MB, 3.5, SATA III - WD10EZEX",267.63,1TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/196450/HD-Western-Digital-1TB-Caviar-Blue-7200-RPM-Cach-64MB-3-5-SATA-III-WD10EZEX_1714493100_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/196450/hd-western-digital-1tb-caviar-blue-7200-rpm-cache-64mb-3-5-sata-iii-wd10ezex,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate Exos 7E10, 2TB, 7200 RPM, 3.5, SATA - ST2000NM000B",899.99,2TB,False,https://images.kabum.com.br/produtos/fotos/397739/hd-seagate-exos-7e10-2tb-7200-rpm-3-5-sata-st2000nm000b_1668805004_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/397739/hd-seagate-exos-7e10-2tb-7200-rpm-3-5-sata-st2000nm000b,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 4TB IronWolf Desktop, NAS, 5400 RPM, 256MB, 3.5, SATA 6 - ST4000VN006",768.98,4TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/393590/HD-Seagate-4TB-IronWolf-Desktop-NAS-5400-RPM-256MB-3-5-SATA-6-ST4000VN006_1717703993_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/393590/hd-seagate-4tb-ironwolf-desktop-nas-5400-rpm-256mb-3-5-sata-6-st4000vn006,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Interno WD Gold Enterprise Class, 6TB, 7200 RPM, 3.5, SATA - WD6003FRYZ",1499.99,6TB,True,https://images.kabum.com.br/produtos/fotos/315968/hd-interno-wd-gold-enterprise-class-6tb-7200-rpm-3-5-sata-wd6003fryz_1647548244_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/315968/hd-interno-wd-gold-enterprise-class-6tb-7200-rpm-3-5-sata-wd6003fryz,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Interno Western Digital 10TB Purple PRO, 7200 RPM, 256MB, SATA 3 - WD101PURP",2195.03,10TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/290859/HD-Interno-Western-Digital-10TB-Purple-PRO-7200-RPM-256MB-SATA-3-WD101PURP_1716570046_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/290859/hd-interno-western-digital-10tb-purple-pro-7200-rpm-256mb-sata-3-wd101purp,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Toshiba L200, 1TB, 5400RPM, 128MB Cache, 2.5, para Notebook, SATA - HDWL110UZSVA",319.99,1TB,False,https://images.kabum.com.br/produtos/fotos/161199/hd-para-notebook-toshiba-l200-1tb-5400rpm-128mb-cache-2-5-sata-hdwl110uzsva_1630500487_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/161199/hd-toshiba-l200-1tb-5400rpm-128mb-cache-2-5-para-notebook-sata-hdwl110uzsva,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Interno Seagate Exos 7E10, 4TB, 512N SATA - ST4000NM000B",1199.99,4TB,False,https://images.kabum.com.br/produtos/fotos/357177/hd-interno-seagate-exos-7e10-4tb-512n-sata-st4000nm000b_1668426046_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/357177/hd-interno-seagate-exos-7e10-4tb-512n-sata-st4000nm000b,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 1TB BarraCuda, 2.5 para Notebook, SATA - ST1000LM048",399.99,1TB,False,https://images.kabum.com.br/produtos/fotos/85842/85842_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/85842/hd-seagate-1tb-barracuda-2-5-para-notebook-sata-st1000lm048,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Interno Western Digital 2TB Purple Surveillance, 5400 RPM, SATA III, 6GB/s - WD20PURZ",564.52,2TB,False,https://images.kabum.com.br/produtos/fotos/273883/hd-interno-western-digital-2tb-purple-surveillance-5400-rpm-sata-iii-6gb-s-wd20purz_1709231868_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/273883/hd-interno-western-digital-2tb-purple-surveillance-5400-rpm-sata-iii-6gb-s-wd20purz,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate IronWolf NAS, 14TB, 3.5, SATA - ST14000NE0008",2799.99,14TB,False,https://images.kabum.com.br/produtos/fotos/128250/hd-seagate-ironwolf-nas-14tb-3-5-sata-st14000ne0008_1600436144_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/128250/hd-seagate-ironwolf-nas-14tb-3-5-sata-st14000ne0008,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 1TB Barracuda, Cachê 64 MB, 3.5, SATA, 6GB/s - ST1000DM010",506.88,1TB,False,https://static.kabum.com.br/conteudo/temas/001/imagens/k5/images/defaultGridCard.png,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/233826/hd-seagate-1tb-barracuda-cache-64-mb-3-5-sata-6gb-s-st1000dm010,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 16TB Servidor Exos, 7200 RPM, Cachê 256 MB, 3.5, 6GB/s SATA - ST16000NM001G",2999.0,16TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/258403/HD-Seagate-16TB-Servidor-Exos-7200-RPM-Cach-256-MB-3-5-6GB-s-SATA-ST16000NM001G_1681749529_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/258403/hd-seagate-16tb-servidor-exos-7200-rpm-cache-256-mb-3-5-6gb-s-sata-st16000nm001g,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD WD Blue, 1TB, 2.5, Notebook, SATA - WD10SPZX",369.99,1TB,True,https://images.kabum.com.br/produtos/fotos/93579/93579_1510314640_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/93579/hd-wd-blue-1tb-2-5-notebook-sata-wd10spzx,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 6TB Skyhawk Surveillance, Cachê 256MB, SATA, Video - ST6000VX001",1455.08,6TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/350818/HD-Seagate-6TB-Skyhawk-Surveillance-Cach-256MB-SATA-Video-ST6000VX001_1673281713_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/350818/hd-seagate-6tb-skyhawk-surveillance-cache-256mb-sata-video-st6000vx001,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 2TB Skyhawk Surveillance, Cachê 256MB, 3.5, SATA 6GB - ST2000VX015",480.91,2TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/235868/HD-Seagate-2TB-Skyhawk-Surveillance-Cach-256MB-3-5-SATA-6GB-ST2000VX015_1711474696_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/235868/hd-seagate-2tb-skyhawk-surveillance-cache-256mb-3-5-sata-6gb-st2000vx015,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 4TB SkyHawk Surveillance, 5900 RPM, Cachê 64MB, 3.5, SATA III",1127.64,4TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/340854/HD-Seagate-4TB-Skyhawk-Surveillance-5900-RPM-Cach-64MB-3-5-Sata-III_1669204698_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/340854/hd-seagate-4tb-skyhawk-surveillance-5900-rpm-cache-64mb-3-5-sata-iii,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Interno Western Digital 1TB Purple, 5400 RPM, SATA 3 - WD10PURZ",484.69,1TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/212414/HD-Interno-Western-Digital-1TB-Purple-5400-RPM-SATA-3-WD10PURZ_1716422507_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/212414/hd-interno-western-digital-1tb-purple-5400-rpm-sata-3-wd10purz,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 1TB Barracuda, 2.5, SATA, Para Notebook - ST1000LM048",418.03,1TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/309720/HD-Seagate-1TB-Barracuda-2-5-SATA-Para-Notebook-ST1000LM048_1717018108_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/309720/hd-seagate-1tb-barracuda-2-5-sata-para-notebook-st1000lm048,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD WD Red 6TB NAS, 3.5, SATA - WD60EFAX",1099.99,6TB,False,https://images.kabum.com.br/produtos/fotos/104191/hd-wd-red-nas-6tb-3-5-sata-wd60efax_1568377320_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/104191/hd-wd-red-6tb-nas-3-5-sata-wd60efax,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 6TB Interno SkyHawk Surveillance, 5400 RPM, 256MB, 3.5, SATA 6 - ST6000VX001",1056.99,6TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/176361/HD-Seagate-6TB-Interno-SkyHawk-Surveillance-5400-RPM-256MB-3-5-SATA-6-ST6000VX001_1711117096_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/176361/hd-seagate-6tb-interno-skyhawk-surveillance-5400-rpm-256mb-3-5-sata-6-st6000vx001,10-06-2024 11:06:10
hardware,disco-rigido-hd,"HD Seagate 16TB Skyhawk AI Hélio, 7200 RPM, 256MB, 3.5, SATA 3 - ST16000VE002",2299.25,16TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/347045/HD-Seagate-16TB-Skyhawk-AI-H-lio-7200-RPM-256MB-3-5-SATA-3-ST16000VE002_1717530396_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/347045/hd-seagate-16tb-skyhawk-ai-helio-7200-rpm-256mb-3-5-sata-3-st16000ve002,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Western Digital 14TB Purple PRO, 7200 RPM, Cachê 512MB, 3.5, SATA - WD141PURP",4699.0,14TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/297239/HD-Western-Digital-14TB-Purple-PRO-7200-RPM-Cach-512MB-3-5-SATA-WD141PURP_1673281724_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/297239/hd-western-digital-14tb-purple-pro-7200-rpm-cache-512mb-3-5-sata-wd141purp,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Western Digital 1TB, 7200RPM, Cachê 64MB, 3.5, Sata 3 - WD10EURX",425.0,1TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/202751/HD-Western-Digital-1TB-7200RPM-Cach-64MB-3-5-Sata-3-WD10EURX_1680550767_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/202751/hd-western-digital-1tb-7200rpm-cache-64mb-3-5-sata-3-wd10eurx,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate 1TB Seagate SkyHawk, Cachê 64MB, 3.5, SATA, 6.0GB/s, IMP - ST1000VX005",409.0,1TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/152562/HD-Seagate-SkyHawk-1TB-Cache-64MB-SATA-6-0GB-s-3-5-IMP-ST1000VX005_1670428127_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/152562/hd-seagate-1tb-seagate-skyhawk-cache-64mb-3-5-sata-6-0gb-s-imp-st1000vx005,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate 14TB Skyhawk AI, 7200 RPM, 256MB, 3.5, SATA, Para DRV - ST14000VE0008",2469.91,14TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/284397/HD-Seagate-14TB-Skyhawk-AI-7200-RPM-256MB-3-5-SATA-Para-DRV-ST14000VE0008_1694459893_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/284397/hd-seagate-14tb-skyhawk-ai-7200-rpm-256mb-3-5-sata-para-drv-st14000ve0008,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate 12TB Exos X16, 7.200 RPM, 256MB, 3.5 , SATA - ST12000NM001G",1979.9,12TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/258404/HD-Seagate-12TB-Exos-X16-7-200-RPM-256MB-3-5-SATA-ST12000NM001G_1679950180_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/258404/hd-seagate-12tb-exos-x16-7-200-rpm-256mb-3-5-sata-st12000nm001g,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Western Digital 6TB Purple Surveillance, 5400 RPM, 3.5, SATA - WD60PURX",1297.94,6TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/398167/HD-WD-Purple-Surveillance-6TB-5400-RPM-3-5-SATA-WD60PURX_1670525333_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/398167/hd-western-digital-6tb-purple-surveillance-5400-rpm-3-5-sata-wd60purx,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate 6TB SkyHawk, 5.900 RPM, Cachê 256MB, 3.5, para CFTV - ST6000VX0023",2022.48,6TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/217532/HD-Seagate-6TB-Skyhawk-5-900-RPM-Cach-256MB-3-5-para-CFTV-ST6000VX0023_1669380521_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/217532/hd-seagate-6tb-skyhawk-5-900-rpm-cache-256mb-3-5-para-cftv-st6000vx0023,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Western Digital 2TB Purple Surveillance, 5400 RPM, 64MB, 3.5, SATA - WD20PURZ",524.38,2TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/158270/HD-Western-Digital-2TB-Purple-Surveillance-5400-RPM-64MB-3-5-SATA-WD20PURZ_1712596694_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/158270/hd-western-digital-2tb-purple-surveillance-5400-rpm-64mb-3-5-sata-wd20purz,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Western Digital Gold, 6TB, 256MB, SATA III, Classe Empresarial - WD6003FRYZ",2754.71,6TB,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/420374/HD-Western-Digital-Gold-6TB-256MB-SATA-III-Classe-Empresarial-WD6003FRYZ_1694527119_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/420374/hd-western-digital-gold-6tb-256mb-sata-iii-classe-empresarial-wd6003fryz,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate 6TB Barracuda, 3.5, SATA - ST6000DM003",,6TB,False,https://images.kabum.com.br/produtos/fotos/128255/hd-seagate-barracuda-6gb-3-5-sata-st6000dm003_1600452342_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/128255/hd-seagate-6tb-barracuda-3-5-sata-st6000dm003,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate Exos 7E10, 4TB, 7200 RPM, 3.5, SAS - ST4000NM025B",,4TB,False,https://images.kabum.com.br/produtos/fotos/397740/hd-seagate-exos-7e10-4tb-7200-rpm-3-5-sata-st4000nm025b_1668805472_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/397740/hd-seagate-exos-7e10-4tb-7200-rpm-3-5-sas-st4000nm025b,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD Seagate 1TB Surveillance SkyHawk, 3.5, SATA - ST1000VX005",,1TB,False,https://images.kabum.com.br/produtos/fotos/83828/83828_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/83828/hd-seagate-1tb-surveillance-skyhawk-3-5-sata-st1000vx005,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD WD Red, 3TB, 3.5, SATA 6Gb/s - WD30EFAX",,3TB,False,https://images.kabum.com.br/produtos/fotos/132705/hd-wd-red-3tb-3-5-sata-6gb-s-wd30efax-_1606845991_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/132705/hd-wd-red-3tb-3-5-sata-6gb-s-wd30efax,10-06-2024 11:06:11
hardware,disco-rigido-hd,"HD WD Blue 2TB, 3.5, SATA - WD20EZAZ",,2TB,False,https://images.kabum.com.br/produtos/fotos/115063/hd-western-digital-blue-2tb-3-5-sata-6-0gb-s-wd20ezaz-_1594748888_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/115063/hd-wd-blue-2tb-3-5-sata-wd20ezaz,10-06-2024 11:06:11
hardware,disco-rigido-hd,"Storage Asustor NAS, Sem Disco, 4 Baias - AS1004T V2",,,False,https://images.kabum.com.br/produtos/fotos/102640/storage-asustor-nas-sem-disco-4-baias-as1004t-v2_storage-asustor-nas-sem-disco-4-baias-as1004t-v2_1563455132_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/102640/storage-asustor-nas-sem-disco-4-baias-as1004t-v2,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD Toshiba Surveillance S300, 2TB, 5400 RPM, SATA - HDWT720UZSVA",,2TB,False,https://images.kabum.com.br/produtos/fotos/381327/hd-toshiba-surveillance-s300-4tb-5400-rpm-3-5-sata-hdkpb04z0a01s_1690565783_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/381327/hd-toshiba-surveillance-s300-2tb-5400-rpm-sata-hdwt720uzsva,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD Toshiba 1TB P300, 3.5, SATA - HDWD110UZSVA",,1TB,False,https://images.kabum.com.br/produtos/fotos/115206/hd-toshiba-p300-1tb-3-5-sata-hdwd110uzsva-_1594750104_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/115206/hd-toshiba-1tb-p300-3-5-sata-hdwd110uzsva,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD WD Purple Surveillance, 6TB, 3.5, SATA - WD60PURZ",,6TB,False,https://images.kabum.com.br/produtos/fotos/90561/90561_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/90561/hd-wd-purple-surveillance-6tb-3-5-sata-wd60purz,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD Seagate 8TB Surveillance SkyHawk, 3.5, SATA - ST8000VX0022",,8TB,False,https://images.kabum.com.br/produtos/fotos/83840/83840_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/83840/hd-seagate-8tb-surveillance-skyhawk-3-5-sata-st8000vx0022,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD WD Red 3TB NAS, 3.5, SATA - WD30EFRX",,3TB,False,https://images.kabum.com.br/produtos/fotos/49179/49179_1527257101_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/49179/hd-wd-red-3tb-nas-3-5-sata-wd30efrx,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD WD Red NAS, 4TB, 3.5, SATA - WD40EFRX",,4TB,False,https://images.kabum.com.br/produtos/fotos/52683/52683_index_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/52683/hd-wd-red-nas-4tb-3-5-sata-wd40efrx,10-06-2024 11:06:12
hardware,disco-rigido-hd,"HD Toshiba N300, NAS, 4TB, 3.5, Sata - HDWQ140XZSTA",,4TB,False,https://images.kabum.com.br/produtos/fotos/128347/hd-toshiba-n300-4tb-3-5-sata-hdwq140xzsta_1600715905_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/128347/hd-toshiba-n300-nas-4tb-3-5-sata-hdwq140xzsta,10-06-2024 11:06:12
hardware,placa-de-video-vga,"Placa de Vídeo RX 6600 V2 ASUS Dual AMD Radeon, 8GB GDDR6 - 90YV0GP2-M0NA00",1278.99,,False,https://images.kabum.com.br/produtos/fotos/514536/placa-de-video-rx-6600-v2-asus-dual-amd-radeon-8gb-gddr6-90yv0gp2-m0na00_1706817860_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/514536/placa-de-video-rx-6600-v2-asus-dual-amd-radeon-8gb-gddr6-90yv0gp2-m0na00,10-06-2024 11:06:29
hardware,placa-de-video-vga,"Placa de Vídeo RX 6600 CLD 8G ASRock AMD Radeon, 8GB, GDDR6 - 90-GA2RZZ-00UANF",1298.99,,False,https://images.kabum.com.br/produtos/fotos/235984/placa-de-video-asrock-amd-radeon-rx-6600-cld-8g-8gb-90-ga2rzz-00uanf_1634738812_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/235984/placa-de-video-rx-6600-cld-8g-asrock-amd-radeon-8gb-gddr6-90-ga2rzz-00uanf,10-06-2024 11:06:29
hardware,placa-de-video-vga,"Placa de Vídeo RTX 3060 Ventus 2X MSI NVIDIA GeForce, 12GB GDDR6, DLSS, Ray Tracing - RTX 3060 Ventus 2X 12G OC",1859.99,,False,https://images.kabum.com.br/produtos/fotos/384627/placa-de-video-msi-nvidia-geforce-rtx-3060-ventus-2x-12gb-gddr6-dlss-ray-tracing-912-v397-272_1663850312_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/384627/placa-de-video-rtx-3060-ventus-2x-msi-nvidia-geforce-12gb-gddr6-dlss-ray-tracing-rtx-3060-ventus-2x-12g-oc,10-06-2024 11:06:29
hardware,placa-de-video-vga,"Placa de Vídeo RTX 4060 VENTUS 2x Black OC MSI NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing",1939.99,,False,https://images.kabum.com.br/produtos/fotos/469132/placa-de-video-rtx-4060-ventus-2x-black-oc-msi-nvidia-geforce-8gb-gddr6-dlss-ray-tracing_1688052210_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/469132/placa-de-video-rtx-4060-ventus-2x-black-oc-msi-nvidia-geforce-8gb-gddr6-dlss-ray-tracing,10-06-2024 11:06:29
hardware,placa-de-video-vga,"Placa de Vídeo Gigabyte Radeon RX 6600 EAGLE AMD, 8GB GDDR6, Preto - GV-R66EAGLE-8GD",1369.99,,False,https://images.kabum.com.br/produtos/fotos/246836/placa-de-video-gigabyte-radeon-rx-6600-eagle-8gb-gddr6-preto-gv-r66eagle-8gd_1634155420_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/246836/placa-de-video-gigabyte-radeon-rx-6600-eagle-amd-8gb-gddr6-preto-gv-r66eagle-8gd,10-06-2024 11:06:30
hardware,placa-de-video-vga,"Placa de Vídeo GTX 1650 D6 Ventus XS OCV3 MSI NVIDIA GeForce, 4GB GDDR6, G- Sync - 912-V812-003",839.99,,False,https://images.kabum.com.br/produtos/fotos/538895/placa-de-video-gtx-1650-d6-ventus-xs-ocv3-msi-nvidia-geforce-4gb-gddr6-912-v812-003_1711386727_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/538895/placa-de-video-gtx-1650-d6-ventus-xs-ocv3-msi-nvidia-geforce-4gb-gddr6-g-sync-912-v812-003,10-06-2024 11:06:30
hardware,placa-de-video-vga,"Placa de Vídeo RX7600 ASUS Dual Radeon, 8GB GDDR6 - 90YV0IH2-M0NA00",1797.99,,False,https://images.kabum.com.br/produtos/fotos/514535/placa-de-video-rx7600-asus-dual-radeon-8gb-gddr6-90yv0ih2-m0na00_1709209199_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/514535/placa-de-video-rx7600-asus-dual-radeon-8gb-gddr6-90yv0ih2-m0na00,10-06-2024 11:06:30
hardware,placa-de-video-vga,"Placa de Vídeo RX 7600 GAMING OC 8G AMD Radeon Gigabyte, 8GB GDDR6, 128bits, RGB - GV-R76GAMING OC-8GD",1699.99,,False,https://images.kabum.com.br/produtos/fotos/475647/placa-de-video-rx-7600-gaming-oc-8g-radeon-gigabyte-8gb-gddr6-128bits-rgb-gv-r76gaming-oc-8gd_1698435450_m.jpg,kabum,https://www.kabum.com.br/https://www.kabum.com.br/produto/475647/placa-de-video-rx-7600-gaming-oc-8g-amd-radeon-gigabyte-8gb-gddr6-128bits-rgb-gv-r76gaming-oc-8gd,10-06-2024 11:06:30
